id,nome,cognome,età,genere,ore_studio,assenze,media_voti,comportamento,esito_finale
3448,Valentina,Romano,15,F,6.0,33,6.3,scarso,bocciato
3449,Alfio,Martinelli,20,M,5.8,77,6.0,ottimo,promosso
3450,Anna,De Luca,14,F,1.5,61,6.4,sufficiente,promosso
3451,Giuseppe,Monti,15,M,7.1,49,6.6,ottimo,promosso
3452,Filippo,Barbieri,16,M,0.5,163,5.2,ottimo,bocciato
3453,Barbara,Rinaldi,17,F,0.8,90,9.5,buono,promosso
3454,Salvatore,Leone,17,M,7.3,39,4.5,ottimo,bocciato
3455,Paolo,Cattaneo,14,M,2.6,205,6.7,ottimo,promosso
3456,Claudio,Marino,20,M,3.0,211,4.3,sufficiente,bocciato
3457,Camilla,Giordano,17,F,2.6,67,6.1,scarso,bocciato
3458,Gabriele,Pellegrini,18,M,0.0,196,6.7,ottimo,promosso
3459,Claudio,Bianchi,18,M,7.8,105,6.2,buono,promosso
3460,Alessandro,Leone,16,M,2.5,128,9.0,sufficiente,promosso
3461,Francesco,Pellegrini,20,M,6.5,197,8.4,buono,promosso
3462,Alessandra,Monti,15,F,5.5,103,4.3,ottimo,bocciato
3463,Andrea,Russo,20,F,4.5,80,6.9,sufficiente,promosso
3464,Ilaria,Cavallaro,16,F,2.7,21,6.6,sufficiente,promosso
3465,Lorenzo,Romano,15,M,4.4,48,4.1,sufficiente,bocciato
3466,Francesco,Russo,16,M,4.3,1,4.4,sufficiente,bocciato
3467,Tommaso,Mancini,15,M,1.2,155,5.4,sufficiente,promosso
3468,Cristina,De Luca,15,F,5.7,110,5.7,sufficiente,promosso
3469,Dino,De Santis,15,M,0.0,206,6.7,ottimo,promosso
3470,Roberta,Crodino,17,F,0.6,200,5.4,ottimo,promosso
3471,Barbara,Mancini,15,F,2.6,55,4.7,sufficiente,bocciato
3472,Giovanni,Orlando,17,M,4.3,173,8.4,scarso,bocciato
3473,Barbara,Romano,19,F,6.9,35,9.7,buono,promosso
3474,Laura,Russo,19,F,0.7,47,6.9,buono,promosso
3475,Beatrice,Gentile,19,F,0.8,118,9.8,buono,promosso
3476,Marta,Gallo,18,F,3.1,11,7.4,ottimo,promosso
3477,Giovanni,Lopes,20,M,3.4,50,4.9,scarso,bocciato
3478,Alessandra,Gallo,17,F,4.1,17,8.6,buono,promosso
3479,Nicole,Bruno,17,F,0.4,142,5.3,scarso,bocciato
3480,Dino,Barbieri,19,M,5.6,110,8.9,buono,promosso
3481,Anna,Giordano,17,F,6.4,209,4.6,scarso,bocciato
3482,Nicola,Zhing,20,M,6.1,83,7.4,sufficiente,promosso
3483,Martina,Greco,15,F,5.1,100,9.6,ottimo,promosso
3484,Maurizio,Farina,18,M,6.0,87,5.9,buono,promosso
3485,Maurizio,Lombardi,18,M,4.6,159,9.0,ottimo,promosso
3486,Paolo,Bellini,17,M,5.6,45,8.0,buono,promosso
3487,Lorenzo,Monti,14,M,4.3,23,4.6,sufficiente,bocciato
3488,Claudio,Serra,14,M,6.4,80,5.8,ottimo,promosso
3489,Riccardo,Gallo,15,M,2.2,189,6.0,sufficiente,promosso
3490,Pdor,Sanna,15,M,4.8,8,4.0,sufficiente,bocciato
3491,Sara,Colombo,19,F,7.9,97,7.9,sufficiente,promosso
3492,Gabriele,Rinaldi,15,M,2.3,25,5.3,buono,bocciato
3493,Federico,Esposito,17,M,5.4,194,5.6,buono,promosso
3494,Elisa,Valentini,20,F,4.7,196,4.8,sufficiente,bocciato
3495,Davide,Mariani,20,M,2.0,66,8.8,buono,promosso
3496,Francesca,Esposito,20,F,1.9,130,7.1,scarso,bocciato
3497,Fabio,Galli,16,M,2.2,202,8.9,sufficiente,promosso
3498,Michele,Piras,20,M,2.5,56,9.0,buono,promosso
3499,Emanuele,Ricci,20,M,2.1,172,5.2,sufficiente,bocciato
3500,Veronica,Bruno,14,F,3.7,38,7.7,buono,promosso
3501,Claudia,Fabbri,14,F,3.8,184,6.2,scarso,bocciato
3502,Filippo,Villa,14,M,1.2,64,9.1,sufficiente,promosso
3503,Simona,Crodino,18,F,3.9,152,7.3,sufficiente,promosso
3504,Francesca,Gentile,17,F,3.9,82,6.2,sufficiente,promosso
3505,Marta,Cattaneo,15,F,1.5,7,5.1,buono,bocciato
3506,Ezechiele,Fabbri,18,M,1.4,91,4.1,sufficiente,bocciato
3507,Gabriele,Mariani,17,M,5.1,192,8.0,scarso,bocciato
3508,Nicole,Moretti,20,F,1.4,11,4.1,sufficiente,bocciato
3509,Paolo,Piras,14,M,7.0,217,5.0,ottimo,bocciato
3510,Nicola,Marchetti,19,M,2.7,154,4.2,sufficiente,bocciato
3511,Alfio,Valentini,16,M,5.4,128,7.4,buono,promosso
3512,Claudio,Fabbri,16,M,5.7,36,4.2,scarso,bocciato
3513,Andrea,Russo,16,M,3.9,26,9.1,scarso,bocciato
3514,Sara,Marino,15,F,4.0,138,6.5,buono,promosso
3515,Ezechiele,Bianchi,15,M,0.8,78,9.3,sufficiente,promosso
3516,Enrico,Barbieri,18,M,4.5,11,5.2,ottimo,bocciato
3517,Roberto,Orlando,19,M,6.9,2,8.3,sufficiente,promosso
3518,Alfio,Santoro,15,M,4.9,201,7.2,scarso,bocciato
3519,Silvia,Lopes,14,F,0.5,94,4.1,scarso,bocciato
3520,Giovanni,Esposito,16,M,1.0,167,4.2,scarso,bocciato
3521,Alessia,Costa,18,F,2.0,54,8.7,buono,promosso
3522,Claudio,Romano,18,M,5.1,59,5.7,ottimo,promosso
3523,Luca,Monti,18,M,6.9,3,5.0,buono,bocciato
3524,Alessandra,Santoro,17,F,1.3,84,6.8,sufficiente,promosso
3525,Veronica,Marino,17,F,5.2,11,5.2,ottimo,bocciato
3526,Sofia,Grassi,14,F,7.4,175,6.3,ottimo,promosso
3527,Daniele,Ferrari,14,M,4.2,167,6.3,sufficiente,promosso
3528,Simone,Fontana,16,M,6.9,54,4.3,sufficiente,bocciato
3529,Emanuele,Pellegrini,16,M,4.1,164,4.5,ottimo,bocciato
3530,Lorenzo,Serra,19,M,5.5,10,8.6,scarso,bocciato
3531,Elena,Greco,16,F,2.2,70,5.9,buono,promosso
3532,Emanuele,Crodino,15,M,2.1,151,6.3,buono,promosso
3533,Marta,Bruno,18,F,2.5,179,9.9,buono,promosso
3534,Enrico,Piras,15,M,6.0,46,7.3,buono,promosso
3535,Salvatore,De Santis,19,M,2.0,182,5.3,buono,bocciato
3536,Federico,Galli,16,M,4.0,73,7.1,buono,promosso
3537,Michele,Rizzo,15,M,3.5,96,8.2,buono,promosso
3538,Stefano,Grassi,20,M,6.0,143,8.4,scarso,bocciato
3539,Maria,Moretti,19,F,4.2,49,8.3,buono,promosso
3540,Laura,Barbieri,17,F,3.7,198,9.5,ottimo,promosso
3541,Claudio,Ferrari,19,M,0.3,91,6.9,sufficiente,promosso
3542,Elisa,Caruso,18,F,0.9,87,7.8,sufficiente,promosso
3543,Sofia,Gallo,17,F,6.6,164,8.4,buono,promosso
3544,Alberto,De Luca,17,M,2.8,39,5.5,buono,promosso
3545,Alessandra,De Luca,16,F,3.7,27,5.6,scarso,bocciato
3546,Simona,Rinaldi,15,F,6.0,68,9.8,sufficiente,promosso
3547,Valentina,Galli,18,F,2.3,52,7.8,buono,promosso
3548,Angela,Leone,20,F,0.1,21,4.8,ottimo,bocciato
3549,Barbara,Zhing,20,F,4.1,158,8.0,ottimo,promosso
3550,Cristina,Martini,16,F,1.2,142,5.4,sufficiente,promosso
3551,Martina,Pellegrini,16,F,0.0,155,5.7,scarso,bocciato
3552,Giuseppe,Zhing,18,M,4.6,51,8.4,buono,promosso
3553,Giuseppe,Fabbri,20,M,5.2,87,5.2,scarso,bocciato
3554,Antonio,Hallal,20,M,5.1,110,4.1,sufficiente,bocciato
3555,Roberta,De Luca,17,F,4.0,49,8.0,sufficiente,promosso
3556,Stefano,Crodino,19,M,0.4,203,9.4,ottimo,promosso
3557,Angela,Bruno,20,F,4.0,157,8.5,scarso,bocciato
3558,Chiara,Piras,18,F,0.2,175,5.9,scarso,bocciato
3559,Anna,Mancini,17,F,0.3,65,8.7,buono,promosso
3560,Beatrice,Romano,20,F,5.2,79,6.9,sufficiente,promosso
3561,Tommaso,Cavallaro,18,M,4.0,127,7.1,sufficiente,promosso
3562,Paola,Romano,14,F,6.9,124,5.6,sufficiente,promosso
3563,Anna,Orlando,16,F,7.6,83,7.7,scarso,bocciato
3564,Alessandra,Cattaneo,16,F,7.6,139,8.4,buono,promosso
3565,Agamennone,Fontana,15,M,7.9,159,7.1,ottimo,promosso
3566,Pdor,Hallal,20,M,6.0,103,5.3,scarso,bocciato
3567,Lorenzo,Longo,18,M,4.9,60,8.4,sufficiente,promosso
3568,Claudia,Ricci,19,F,7.8,189,7.9,scarso,bocciato
3569,Nicola,Bruno,19,M,3.1,73,6.4,sufficiente,promosso
3570,Chiara,De Luca,20,F,5.6,106,6.2,scarso,bocciato
3571,Francesca,De Santis,14,F,4.6,218,5.7,sufficiente,promosso
3572,Federico,Zhing,15,M,1.1,140,7.5,buono,promosso
3573,Antonio,Monti,17,M,0.5,204,8.3,sufficiente,promosso
3574,Salvatore,Farina,15,M,1.8,19,9.8,buono,promosso
3575,Alessia,Piras,14,F,5.5,131,4.8,ottimo,bocciato
3576,Barbara,Esposito,18,F,3.8,189,4.0,sufficiente,bocciato
3577,Roberto,Romano,17,M,5.1,6,9.5,sufficiente,promosso
3578,Francesco,Fontana,16,M,1.7,141,8.3,buono,promosso
3579,Luca,Zhing,16,M,7.6,176,5.8,scarso,bocciato
3580,Elena,Colombo,19,F,6.5,210,7.4,ottimo,promosso
3581,Nicola,Costa,16,M,1.0,183,4.9,ottimo,bocciato
3582,Salvatore,Pdor,14,M,4.5,146,7.1,ottimo,promosso
3583,Antonio,De Luca,20,M,3.0,177,6.5,ottimo,promosso
3584,Michele,Pdor,17,M,1.1,1,9.7,ottimo,promosso
3585,Agamennone,Gallo,19,M,0.5,147,8.2,ottimo,promosso
3586,Ezechiele,De Luca,14,M,1.0,162,6.1,sufficiente,promosso
3587,Maurizio,Pdor,15,M,1.5,46,9.4,sufficiente,promosso
3588,Jack,Pellegrini,16,M,7.3,142,8.0,sufficiente,promosso
3589,Federica,Sala,16,F,0.1,209,5.3,scarso,bocciato
3590,Riccardo,Moretti,18,M,7.6,51,6.9,buono,promosso
3591,Giulia,Mariani,18,F,6.1,59,4.9,buono,bocciato
3592,Giulia,De Luca,14,F,4.0,119,6.8,scarso,bocciato
3593,Paola,Barbieri,18,F,6.8,63,5.0,ottimo,bocciato
3594,Sofia,Bianchi,14,F,2.5,107,6.8,sufficiente,promosso
3595,Claudia,Greco,14,F,0.4,104,8.7,buono,promosso
3596,Andrea,Longo,18,M,2.4,201,5.4,ottimo,promosso
3597,Emanuele,Pdor,20,M,1.2,181,4.9,scarso,bocciato
3598,Francesca,Crodino,17,F,3.7,10,6.2,sufficiente,promosso
3599,Davide,Bellini,19,M,4.5,179,6.5,sufficiente,promosso
3600,Laura,Rizzo,16,F,5.2,111,6.8,sufficiente,promosso
3601,Matteo,Hallal,19,M,3.6,142,9.0,ottimo,promosso
3602,Eleonora,Valentini,18,F,2.0,121,9.2,ottimo,promosso
3603,Maria,Rinaldi,20,F,7.9,63,4.7,sufficiente,bocciato
3604,Sofia,Fabbri,15,F,1.9,154,8.3,scarso,bocciato
3605,Sofia,Orlando,19,F,6.3,134,6.3,buono,promosso
3606,Ezechiele,Gentile,19,M,3.7,152,7.1,buono,promosso
3607,Veronica,Valentini,14,F,4.3,167,7.2,buono,promosso
3608,Andrea,Martini,14,F,1.7,153,8.8,buono,promosso
3609,Stefano,Bellini,18,M,1.3,124,7.1,ottimo,promosso
3610,Matteo,Esposito,16,M,1.2,121,9.7,buono,promosso
3611,Elisa,De Santis,15,F,2.1,165,9.5,sufficiente,promosso
3612,Federica,Martini,14,F,2.4,131,4.2,sufficiente,bocciato
3613,Jack,Ferraro,15,M,1.5,18,7.1,ottimo,promosso
3614,Ezechiele,Orlando,18,M,0.9,199,6.1,scarso,bocciato
3615,Sofia,Sanna,16,F,7.4,125,8.3,sufficiente,promosso
3616,Paolo,Bruno,16,M,1.0,73,5.4,ottimo,promosso
3617,Simona,Greco,16,F,7.5,189,8.0,sufficiente,promosso
3618,Michele,Gallo,14,M,7.9,69,4.9,buono,bocciato
3619,Matteo,Leone,19,M,3.9,124,7.2,buono,promosso
3620,Federico,Sala,18,M,5.4,207,9.9,buono,promosso
3621,Francesca,Monti,17,F,3.3,83,6.0,ottimo,promosso
3622,Pdor,Esposito,18,M,0.2,183,5.3,buono,bocciato
3623,Roberto,Sala,18,M,4.0,192,5.7,scarso,bocciato
3624,Roberta,Colombo,16,F,4.6,10,4.5,sufficiente,bocciato
3625,Barbara,Martinelli,17,F,2.6,53,4.7,ottimo,bocciato
3626,Federica,Romano,20,F,2.5,210,6.5,sufficiente,promosso
3627,Salvatore,Colombo,19,M,3.6,107,6.5,scarso,bocciato
3628,Luca,Cavallaro,20,M,2.7,191,5.5,scarso,bocciato
3629,Maria,Leone,16,F,7.3,20,9.4,buono,promosso
3630,Gabriele,Villa,16,M,6.9,116,6.4,ottimo,promosso
3631,Giulia,Villa,17,F,5.8,96,5.8,scarso,bocciato
3632,Alessandra,Marino,18,F,6.9,104,6.7,buono,promosso
3633,Laura,Giordano,17,F,4.9,166,6.6,sufficiente,promosso
3634,Federica,Leone,18,F,3.6,35,4.3,buono,bocciato
3635,Martina,Grassi,15,F,3.6,72,4.9,buono,bocciato
3636,Federico,Colombo,19,M,0.2,90,8.9,sufficiente,promosso
3637,Andrea,Ferraro,19,F,2.7,110,8.9,sufficiente,promosso
3638,Giulia,Russo,15,F,6.7,33,9.2,buono,promosso
3639,Jack,Galli,19,M,3.6,65,8.0,sufficiente,promosso
3640,Salvatore,Martinelli,14,M,2.5,184,9.4,scarso,bocciato
3641,Paolo,Santoro,18,M,2.8,77,9.6,scarso,bocciato
3642,Enrico,Rossi,14,M,7.2,120,7.2,scarso,bocciato
3643,Francesca,Barbieri,16,F,2.6,62,5.7,ottimo,promosso
3644,Claudia,Farina,19,F,3.0,112,5.0,ottimo,bocciato
3645,Silvia,Romano,17,F,7.7,177,6.4,scarso,bocciato
3646,Alice,Monti,17,F,4.5,195,7.8,sufficiente,promosso
3647,Alessandra,Rizzo,20,F,4.4,190,8.4,scarso,bocciato
3648,Sofia,Barbieri,20,F,2.4,99,9.6,sufficiente,promosso
3649,Nicole,Fontana,20,F,0.2,61,4.5,sufficiente,bocciato
3650,Dino,Marchetti,14,M,0.8,184,9.5,sufficiente,promosso
3651,Maria,Conti,15,F,3.1,177,10.0,scarso,bocciato
3652,Andrea,Giordano,17,M,1.7,140,5.3,sufficiente,bocciato
3653,Elena,Hallal,17,F,4.4,166,4.7,buono,bocciato
3654,Sara,Cattaneo,18,F,4.4,132,9.1,buono,promosso
3655,Laura,Mancini,14,F,4.2,200,6.4,buono,promosso
3656,Alfio,Cattaneo,15,M,2.7,179,8.8,buono,promosso
3657,Antonio,Longo,14,M,3.4,212,6.7,ottimo,promosso
3658,Alberto,Valentini,17,M,7.4,137,7.1,buono,promosso
3659,Maurizio,Martinelli,18,M,4.3,69,9.6,sufficiente,promosso
3660,Camilla,Longo,15,F,6.7,151,4.9,buono,bocciato
3661,Silvia,Ferrari,14,F,6.4,14,6.0,buono,promosso
3662,Beatrice,Leone,17,F,1.5,159,6.0,sufficiente,promosso
3663,Michele,Farina,14,M,0.6,190,9.9,sufficiente,promosso
3664,Roberto,Monti,16,M,0.7,209,7.5,scarso,bocciato
3665,Martina,Caruso,20,F,4.6,112,4.5,scarso,bocciato
3666,Gabriele,Caruso,20,M,6.9,40,6.9,buono,promosso
3667,Roberta,Rossi,18,F,4.8,17,6.6,buono,promosso
3668,Andrea,Marchetti,17,M,1.8,159,5.7,sufficiente,promosso
3669,Cristina,Valentini,18,F,4.8,216,7.0,buono,promosso
3670,Andrea,Orlando,18,F,0.5,112,7.0,buono,promosso
3671,Andrea,Sanna,17,M,6.7,67,7.9,sufficiente,promosso
3672,Alessandra,Bruno,15,F,6.2,13,6.0,scarso,bocciato
3673,Stefano,Crodino,15,M,3.0,126,8.1,sufficiente,promosso
3674,Eleonora,Cattaneo,18,F,0.8,59,8.0,buono,promosso
3675,Giulia,Pdor,20,F,5.9,114,6.2,ottimo,promosso
3676,Alessia,Greco,20,F,6.0,186,7.1,scarso,bocciato
3677,Simona,Giordano,14,F,3.7,108,8.4,sufficiente,promosso
3678,Elena,Greco,17,F,2.2,147,4.9,sufficiente,bocciato
3679,Emanuele,Mariani,20,M,4.9,87,6.5,ottimo,promosso
3680,Antonio,Pdor,17,M,5.4,195,6.7,sufficiente,promosso
3681,Angela,Rossi,20,F,5.8,21,10.0,buono,promosso
3682,Simone,Hallal,14,M,6.1,33,7.0,buono,promosso
3683,Alessia,Sala,20,F,3.8,62,6.9,scarso,bocciato
3684,Valentina,Ferrari,18,F,7.6,27,6.2,buono,promosso
3685,Matteo,Colombo,18,M,0.6,66,6.4,scarso,bocciato
3686,Alessandra,Rossi,15,F,3.8,106,9.1,sufficiente,promosso
3687,Barbara,Sanna,20,F,1.3,195,8.7,sufficiente,promosso
3688,Ilaria,Ferrari,16,F,0.7,18,6.4,ottimo,promosso
3689,Pdor,Grassi,20,M,5.6,176,5.7,scarso,bocciato
3690,Lorenzo,Bruno,15,M,4.1,48,6.4,buono,promosso
3691,Federica,Orlando,15,F,6.2,89,4.3,sufficiente,bocciato
3692,Simone,Ferraro,16,M,3.6,72,6.9,sufficiente,promosso
3693,Emanuele,Villa,18,M,3.8,201,7.9,sufficiente,promosso
3694,Martina,Leone,15,F,4.0,105,7.9,buono,promosso
3695,Davide,Bellini,20,M,6.0,86,5.0,sufficiente,bocciato
3696,Cristina,Santoro,16,F,3.3,187,9.2,sufficiente,promosso
3697,Jack,Ferraro,19,M,2.2,177,5.3,buono,bocciato
3698,Simona,Crodino,14,F,4.1,55,7.4,buono,promosso
3699,Cristina,Serra,14,F,4.8,194,6.8,sufficiente,promosso
3700,Matteo,Leone,15,M,7.0,121,9.8,ottimo,promosso
3701,Agamennone,Esposito,16,M,6.4,16,9.9,ottimo,promosso
3702,Maria,Santoro,20,F,3.6,111,4.8,scarso,bocciato
3703,Davide,Pellegrini,14,M,7.1,184,9.1,ottimo,promosso
3704,Sara,Marino,20,F,3.6,201,6.5,scarso,bocciato
3705,Elisa,Cavallaro,17,F,7.3,12,4.7,scarso,bocciato
3706,Ilaria,Grassi,19,F,7.4,177,5.2,ottimo,bocciato
3707,Jack,Pellegrini,19,M,7.8,78,8.3,buono,promosso
3708,Stefano,Russo,15,M,2.6,133,8.6,scarso,bocciato
3709,Federica,Zhing,14,F,0.7,115,9.6,buono,promosso
3710,Alessia,Lombardi,14,F,5.6,79,6.1,buono,promosso
3711,Antonio,Galli,16,M,2.7,55,5.4,sufficiente,promosso
3712,Gabriele,Cattaneo,19,M,4.9,136,7.3,sufficiente,promosso
3713,Maurizio,Martini,14,M,6.0,131,6.2,sufficiente,promosso
3714,Paolo,Ferrari,17,M,4.5,149,4.9,buono,bocciato
3715,Dino,Galli,20,M,3.4,80,6.7,ottimo,promosso
3716,Enrico,Caruso,16,M,7.2,77,9.1,ottimo,promosso
3717,Alice,Rinaldi,15,F,6.1,60,9.7,ottimo,promosso
3718,Paola,Farina,20,F,4.0,52,8.1,ottimo,promosso
3719,Alessandra,Bellini,18,F,3.9,217,9.6,scarso,bocciato
3720,Beatrice,Pellegrini,18,F,6.3,52,9.8,sufficiente,promosso
3721,Ilaria,Hallal,14,F,7.0,106,8.4,scarso,bocciato
3722,Chiara,Colombo,17,F,5.1,29,7.3,scarso,bocciato
3723,Paola,Martinelli,16,F,7.2,165,4.6,buono,bocciato
3724,Cristina,Piras,15,F,3.9,217,7.9,buono,promosso
3725,Pdor,Marino,15,M,7.5,52,6.9,ottimo,promosso
3726,Nicola,De Luca,14,M,7.9,18,8.7,sufficiente,promosso
3727,Francesco,Esposito,15,M,0.6,54,8.7,sufficiente,promosso
3728,Agamennone,Russo,17,M,2.0,118,10.0,sufficiente,promosso
3729,Marta,Lombardi,16,F,6.4,39,9.0,sufficiente,promosso
3730,Federico,Villa,14,M,1.1,28,4.8,buono,bocciato
3731,Anna,Lombardi,18,F,0.5,74,8.0,buono,promosso
3732,Laura,Orlando,17,F,6.6,205,7.6,scarso,bocciato
3733,Valentina,Hallal,15,F,0.8,164,6.7,ottimo,promosso
3734,Luca,Moretti,14,M,4.4,88,8.9,buono,promosso
3735,Laura,Valentini,19,F,0.4,144,4.3,ottimo,bocciato
3736,Chiara,Fontana,18,F,3.9,28,8.9,ottimo,promosso
3737,Antonio,Ferrari,15,M,1.1,135,4.4,ottimo,bocciato
3738,Alessandra,Sanna,15,F,1.5,219,4.3,scarso,bocciato
3739,Sofia,Rossi,19,F,7.3,134,6.8,sufficiente,promosso
3740,Antonio,Longo,19,M,7.8,149,10.0,scarso,bocciato
3741,Martina,De Luca,14,F,5.0,202,9.8,sufficiente,promosso
3742,Daniele,Farina,20,M,2.4,33,5.1,sufficiente,bocciato
3743,Roberta,Gallo,14,F,0.6,11,9.0,ottimo,promosso
3744,Jack,Galli,17,M,1.7,23,8.1,scarso,bocciato
3745,Pdor,Hallal,16,M,0.7,81,6.7,ottimo,promosso
3746,Andrea,Moretti,14,M,2.0,193,4.3,scarso,bocciato
3747,Ezechiele,Galli,15,M,4.4,75,6.8,sufficiente,promosso
3748,Martina,Serra,17,F,3.9,195,10.0,ottimo,promosso
3749,Elisa,Rizzo,14,F,0.7,217,6.5,sufficiente,promosso
3750,Roberta,Ferrari,19,F,2.2,59,9.4,buono,promosso
3751,Eleonora,Russo,18,F,5.0,183,8.7,buono,promosso
3752,Vincenzo,Caruso,14,M,7.9,10,5.7,sufficiente,promosso
3753,Daniele,Greco,20,M,0.4,207,8.6,sufficiente,promosso
3754,Camilla,De Luca,18,F,4.0,187,4.1,sufficiente,bocciato
3755,Elena,Giordano,14,F,7.8,14,8.1,buono,promosso
3756,Andrea,Lopes,18,F,1.6,188,4.3,buono,bocciato
3757,Claudia,Cavallaro,14,F,4.8,135,4.2,sufficiente,bocciato
3758,Lorenzo,Santoro,18,M,1.9,51,8.6,sufficiente,promosso
3759,Federico,Costa,14,M,2.8,103,7.3,sufficiente,promosso
3760,Giuseppe,Sala,16,M,5.6,56,7.7,sufficiente,promosso
3761,Paolo,Lombardi,20,M,7.2,0,9.9,buono,promosso
3762,Ilaria,Ferraro,20,F,2.2,41,4.3,ottimo,bocciato
3763,Federico,Farina,16,M,7.7,131,6.5,sufficiente,promosso
3764,Maria,Fontana,18,F,2.5,174,9.5,ottimo,promosso
3765,Fabio,Ferrari,19,M,4.4,59,7.0,ottimo,promosso
3766,Maria,Sanna,14,F,7.5,4,4.5,buono,bocciato
3767,Silvia,Piras,17,F,0.6,180,6.0,buono,promosso
3768,Chiara,Galli,15,F,2.3,25,8.7,buono,promosso
3769,Nicole,Cavallaro,19,F,4.4,133,6.1,sufficiente,promosso
3770,Barbara,Greco,14,F,6.4,144,7.1,buono,promosso
3771,Alessia,Russo,14,F,6.7,198,5.3,scarso,bocciato
3772,Alessandro,Cattaneo,14,M,5.8,202,4.4,sufficiente,bocciato
3773,Angela,Farina,20,F,0.0,20,8.0,sufficiente,promosso
3774,Roberta,Galli,14,F,3.2,35,8.0,sufficiente,promosso
3775,Alberto,Ferraro,14,M,0.6,174,5.7,ottimo,promosso
3776,Paolo,Mancini,16,M,2.8,154,6.9,ottimo,promosso
3777,Laura,Cavallaro,16,F,0.5,168,7.1,sufficiente,promosso
3778,Andrea,Bellini,18,M,6.6,150,8.0,ottimo,promosso
3779,Giovanni,Grassi,20,M,5.9,207,6.0,buono,promosso
3780,Alessandro,Martini,16,M,6.6,31,6.1,buono,promosso
3781,Ilaria,Piras,18,F,1.5,129,4.3,sufficiente,bocciato
3782,Maria,Gentile,16,F,3.4,147,6.7,buono,promosso
3783,Filippo,De Luca,18,M,5.4,16,6.7,scarso,bocciato
3784,Federico,Caruso,15,M,0.9,89,8.2,sufficiente,promosso
3785,Silvia,Cavallaro,14,F,3.0,11,7.3,sufficiente,promosso
3786,Jack,Monti,19,M,4.4,6,8.1,ottimo,promosso
3787,Salvatore,Santoro,14,M,4.5,4,7.1,buono,promosso
3788,Barbara,Fabbri,20,F,2.2,28,4.6,ottimo,bocciato
3789,Claudio,Giordano,14,M,3.9,49,7.7,buono,promosso
3790,Camilla,Esposito,16,F,6.7,203,7.6,sufficiente,promosso
3791,Francesco,Gallo,18,M,0.6,111,6.4,buono,promosso
3792,Paolo,Colombo,16,M,7.7,190,4.7,sufficiente,bocciato
3793,Luca,Martinelli,20,M,6.9,79,8.8,scarso,bocciato
3794,Veronica,Cavallaro,16,F,0.4,197,8.6,sufficiente,promosso
3795,Maria,Cavallaro,18,F,0.3,164,4.1,scarso,bocciato
3796,Dino,Fontana,15,M,6.5,78,8.9,buono,promosso
3797,Davide,Sanna,19,M,5.4,114,7.5,ottimo,promosso
3798,Veronica,Crodino,17,F,2.3,136,4.2,buono,bocciato
3799,Pdor,Colombo,18,M,5.9,0,7.9,scarso,bocciato
3800,Giulia,Giordano,16,F,2.7,3,8.1,sufficiente,promosso
3801,Federica,Monti,18,F,4.7,100,8.2,scarso,bocciato
3802,Barbara,Leone,19,F,4.9,40,5.0,buono,bocciato
3803,Enrico,Sanna,17,M,1.3,217,6.3,buono,promosso
3804,Filippo,Ferraro,20,M,4.9,206,9.9,scarso,bocciato
3805,Marco,Barbieri,15,M,0.0,93,6.4,sufficiente,promosso
3806,Giulia,Marino,18,F,7.0,100,4.8,sufficiente,bocciato
3807,Veronica,Pellegrini,14,F,0.2,42,8.3,scarso,bocciato
3808,Giuseppe,Bruno,18,M,5.5,70,6.3,buono,promosso
3809,Giulia,Romano,14,F,6.2,136,8.2,buono,promosso
3810,Fabio,Pellegrini,19,M,6.4,114,7.3,buono,promosso
3811,Claudia,Gentile,17,F,3.1,44,9.6,scarso,bocciato
3812,Elisa,Mancini,19,F,0.8,95,4.4,sufficiente,bocciato
3813,Giuseppe,Rossi,16,M,3.2,220,5.9,buono,bocciato
3814,Claudio,Sanna,17,M,4.6,178,6.7,ottimo,promosso
3815,Ezechiele,Ricci,19,M,7.5,103,5.7,ottimo,promosso
3816,Valentina,Hallal,19,F,7.0,138,4.9,ottimo,bocciato
3817,Giovanni,Martini,15,M,1.0,14,7.3,sufficiente,promosso
3818,Agamennone,Serra,17,M,7.4,49,9.9,sufficiente,promosso
3819,Marco,Caruso,15,M,4.8,39,6.6,scarso,bocciato
3820,Marco,Marchetti,20,M,0.9,115,7.8,sufficiente,promosso
3821,Paolo,Sala,17,M,0.2,34,4.3,buono,bocciato
3822,Ilaria,Grassi,15,F,4.0,179,6.7,sufficiente,promosso
3823,Vincenzo,Mariani,14,M,2.3,42,8.3,buono,promosso
3824,Cristina,Moretti,17,F,5.1,145,7.5,sufficiente,promosso
3825,Paola,Bellini,16,F,1.5,108,6.8,sufficiente,promosso
3826,Laura,Costa,20,F,7.4,14,7.9,sufficiente,promosso
3827,Maria,Fabbri,15,F,1.6,14,4.0,scarso,bocciato
3828,Dino,Ferraro,15,M,5.1,181,7.8,buono,promosso
3829,Ezechiele,Leone,17,M,0.0,27,6.4,sufficiente,promosso
3830,Alice,Valentini,19,F,1.3,99,4.9,sufficiente,bocciato
3831,Chiara,Sala,14,F,5.9,152,4.4,ottimo,bocciato
3832,Paolo,Monti,18,M,7.3,155,8.9,scarso,bocciato
3833,Claudia,Colombo,20,F,3.9,219,6.2,sufficiente,promosso
3834,Paolo,Moretti,20,M,5.7,176,7.5,scarso,bocciato
3835,Valentina,Costa,17,F,4.9,3,5.5,ottimo,promosso
