id,nome,cognome,età,genere,ore_studio,assenze,media_voti,comportamento,esito_finale
869,Federica,Romano,14,F,6.8,79,6.3,sufficente,promosso
870,Salvatore,Marino,19,M,0.1,162,8.0,sufficente,promosso
871,Stefano,Conti,14,M,5.4,170,5.2,buono,bocciato
872,Ezechiele,Santoro,18,M,2.7,90,5.3,sufficente,bocciato
873,Laura,Sanna,18,F,0.2,41,8.1,buono,promosso
874,Michele,Villa,19,M,0.3,125,8.3,sufficente,promosso
875,Ezechiele,Farina,19,M,6.0,104,7.8,buono,promosso
876,Ilaria,Martinelli,14,F,1.8,70,5.0,sufficente,bocciato
877,Stefano,Zhing,17,M,7.5,153,4.4,scarso,bocciato
878,Alessia,Colombo,17,F,6.5,190,4.8,sufficente,bocciato
879,Gabriele,Rizzo,15,M,1.1,99,4.8,sufficente,bocciato
880,Cristina,Martini,18,F,2.2,47,6.7,buono,promosso
881,Alfio,Santoro,18,M,0.6,115,7.7,sufficente,promosso
882,Francesca,Longo,20,F,1.7,25,7.1,buono,promosso
883,Laura,De Luca,20,F,4.2,190,6.9,scarso,bocciato
884,Enrico,Esposito,20,M,3.7,89,10.0,sufficente,promosso
885,Alfio,Valentini,14,M,4.6,48,8.7,buono,promosso
886,Giuseppe,Conti,20,M,4.1,114,6.4,buono,promosso
887,Martina,Marchetti,18,F,6.3,185,9.0,sufficente,promosso
888,Andrea,Piras,17,F,0.0,126,4.2,sufficente,bocciato
889,Federico,Longo,19,M,2.5,73,5.4,buono,promosso
890,Agamennone,Conti,15,M,2.5,86,6.1,sufficente,promosso
891,Anna,Sanna,16,F,1.7,137,5.1,sufficente,bocciato
892,Pdor,Fontana,17,M,1.0,141,5.5,scarso,bocciato
893,Francesca,Mariani,17,F,4.2,167,7.1,sufficente,promosso
894,Filippo,Longo,18,M,8.0,86,5.6,ottimo,promosso
895,Lorenzo,Greco,17,M,2.5,173,6.6,buono,promosso
896,Andrea,Marchetti,15,F,7.0,141,6.3,sufficente,promosso
897,Michele,Villa,19,M,3.0,42,8.3,buono,promosso
898,Antonio,Zhing,18,M,0.6,103,4.5,buono,bocciato
899,Elena,Lombardi,20,F,1.9,204,8.6,buono,promosso
900,Salvatore,Bianchi,14,M,5.9,18,9.6,ottimo,promosso
901,Agamennone,Leone,20,M,4.9,17,5.7,sufficente,promosso
902,Alessia,Serra,20,F,1.9,138,8.3,buono,promosso
903,Valentina,Esposito,19,F,2.3,36,8.1,sufficente,promosso
904,Claudia,Sanna,20,F,6.5,187,8.4,buono,promosso
905,Davide,Fabbri,17,M,5.8,97,7.4,buono,promosso
906,Eleonora,Valentini,19,F,0.4,200,6.1,sufficente,promosso
907,Anna,Orlando,16,F,3.4,187,7.1,buono,promosso
908,Matteo,Marchetti,17,M,3.2,16,5.1,sufficente,bocciato
909,Salvatore,Leone,17,M,5.2,109,7.7,scarso,bocciato
910,Filippo,Fontana,19,M,3.1,185,9.3,sufficente,promosso
911,Dino,Costa,19,M,4.9,35,8.2,scarso,bocciato
912,Elena,Greco,18,F,7.7,139,7.1,buono,promosso
913,Laura,Galli,18,F,2.5,146,9.4,scarso,bocciato
914,Anna,Moretti,19,F,1.3,181,9.8,ottimo,promosso
915,Stefano,Rizzo,17,M,7.7,92,7.0,ottimo,promosso
916,Federica,Cavallaro,16,F,3.1,212,6.1,scarso,bocciato
917,Marta,Ricci,18,F,4.2,50,4.8,buono,bocciato
918,Veronica,Lopes,14,F,2.2,12,8.0,buono,promosso
919,Ilaria,Serra,18,F,7.1,132,8.2,buono,promosso
920,Alice,Colombo,17,F,2.9,133,7.4,sufficente,promosso
921,Alberto,Longo,19,M,2.5,187,4.1,sufficente,bocciato
922,Tommaso,Esposito,15,M,3.2,203,5.8,scarso,bocciato
923,Chiara,Ricci,17,F,6.0,146,7.1,scarso,bocciato
924,Nicole,Grassi,19,F,1.1,183,9.3,scarso,bocciato
925,Andrea,Barbieri,19,F,3.4,6,4.6,buono,bocciato
926,Alfio,Ferraro,19,M,1.6,86,7.1,buono,promosso
927,Simone,Lopes,15,M,0.2,97,4.5,scarso,bocciato
928,Enrico,Ricci,17,M,3.2,213,4.4,sufficente,bocciato
929,Anna,Longo,14,F,0.4,157,7.3,sufficente,promosso
930,Tommaso,Bellini,16,M,7.0,81,5.1,buono,bocciato
931,Francesca,Conti,14,F,7.6,144,9.5,sufficente,promosso
932,Jack,Pdor,17,M,4.1,142,9.9,buono,promosso
933,Paolo,Santoro,20,M,1.5,79,8.4,buono,promosso
934,Alice,De Luca,18,F,0.1,33,4.2,sufficente,bocciato
935,Anna,Conti,14,F,0.0,19,9.0,buono,promosso
936,Roberto,Colombo,17,M,6.1,162,5.0,sufficente,bocciato
937,Elisa,Martinelli,19,F,0.7,146,8.1,sufficente,promosso
938,Laura,De Luca,17,F,3.0,80,10.0,sufficente,promosso
939,Federico,Fabbri,19,M,7.1,170,6.4,buono,promosso
940,Sara,Cavallaro,15,F,7.7,64,7.9,scarso,bocciato
941,Veronica,Cavallaro,14,F,5.3,47,7.7,sufficente,promosso
942,Laura,Ferraro,17,F,4.7,40,5.0,scarso,bocciato
943,Barbara,De Luca,18,F,0.7,28,7.5,sufficente,promosso
944,Marta,Monti,14,F,0.4,66,6.9,buono,promosso
945,Alessia,Lombardi,16,F,5.2,167,9.5,buono,promosso
946,Alessandro,Hallal,20,M,2.4,149,8.1,scarso,bocciato
947,Alessandra,Ferrari,14,F,2.2,217,8.6,sufficente,promosso
948,Ilaria,Colombo,18,F,3.3,143,8.3,scarso,bocciato
949,Salvatore,Greco,16,M,2.5,146,10.0,scarso,bocciato
950,Giovanni,Giordano,17,M,7.5,15,5.1,sufficente,bocciato
951,Stefano,Conti,15,M,5.9,146,9.3,sufficente,promosso
952,Andrea,Marchetti,20,F,5.5,141,7.5,scarso,bocciato
953,Veronica,Gentile,15,F,4.4,76,5.9,sufficente,promosso
954,Antonio,Marino,16,M,0.1,6,7.8,buono,promosso
955,Chiara,Sanna,17,F,5.4,151,9.2,sufficente,promosso
956,Michele,Pdor,20,M,7.1,94,7.1,sufficente,promosso
957,Marco,Barbieri,19,M,3.9,131,9.8,buono,promosso
958,Camilla,Moretti,20,F,2.1,122,9.3,sufficente,promosso
959,Marco,Cavallaro,16,M,5.9,1,6.1,sufficente,promosso
960,Filippo,Mariani,14,M,0.1,69,5.8,buono,promosso
961,Claudia,Conti,16,F,0.1,143,6.8,buono,promosso
962,Stefano,Esposito,17,M,3.0,75,6.4,scarso,bocciato
963,Eleonora,Martini,17,F,8.0,27,6.1,ottimo,promosso
964,Claudio,Rossi,19,M,3.2,206,9.9,sufficente,promosso
965,Maria,Ricci,14,F,5.1,134,9.2,sufficente,promosso
966,Martina,Cattaneo,18,F,6.4,8,7.9,scarso,bocciato
967,Nicole,Hallal,20,F,4.8,168,5.6,sufficente,promosso
968,Agamennone,Ferrari,17,M,1.6,42,5.6,scarso,bocciato
969,Veronica,Santoro,18,F,4.1,136,5.4,scarso,bocciato
970,Alfio,Hallal,19,M,7.9,87,8.3,sufficente,promosso
971,Martina,De Santis,16,F,5.6,135,8.3,buono,promosso
972,Matteo,Farina,17,M,3.1,139,6.1,sufficente,promosso
973,Camilla,Galli,14,F,6.9,93,6.5,scarso,bocciato
974,Enrico,Colombo,14,M,0.1,206,9.3,scarso,bocciato
975,Laura,De Santis,14,F,7.0,122,8.9,buono,promosso
976,Alessandra,Rizzo,15,F,4.1,104,4.1,sufficente,bocciato
977,Andrea,Giordano,20,F,7.8,154,9.9,ottimo,promosso
978,Ezechiele,Rinaldi,19,M,6.2,100,9.5,buono,promosso
979,Alessia,Orlando,14,F,3.4,78,4.0,scarso,bocciato
980,Alice,Rizzo,18,F,6.6,204,9.6,ottimo,promosso
981,Alberto,Caruso,16,M,6.4,89,8.0,scarso,bocciato
982,Sofia,Villa,19,F,6.1,23,6.6,sufficente,promosso
983,Roberta,Longo,19,F,6.6,126,6.7,scarso,bocciato
984,Michele,Fontana,14,M,4.7,102,8.4,sufficente,promosso
985,Martina,Valentini,15,F,1.2,54,8.2,buono,promosso
986,Francesco,Pellegrini,14,M,2.9,147,4.2,buono,bocciato
987,Cristina,Fabbri,20,F,0.4,107,6.1,sufficente,promosso
988,Camilla,Santoro,16,F,6.5,43,4.6,buono,bocciato
989,Simona,Mariani,15,F,3.1,173,9.1,ottimo,promosso
990,Alessandra,Monti,16,F,3.1,59,8.2,sufficente,promosso
991,Andrea,Hallal,17,M,2.1,184,6.7,scarso,bocciato
992,Veronica,Ferrari,15,F,0.7,201,4.8,sufficente,bocciato
993,Simona,Ferrari,16,F,3.8,150,7.8,sufficente,promosso
994,Matteo,Cattaneo,14,M,3.8,86,9.1,scarso,bocciato
995,Claudia,Serra,17,F,6.5,110,7.6,ottimo,promosso
996,Chiara,Villa,15,F,2.3,205,6.2,sufficente,promosso
997,Veronica,Valentini,16,F,4.7,119,8.4,sufficente,promosso
998,Tommaso,Santoro,20,M,1.1,143,9.7,sufficente,promosso
999,Lorenzo,Greco,17,M,1.9,135,9.1,scarso,bocciato
1000,Salvatore,Cavallaro,17,M,6.7,184,4.3,sufficente,bocciato
1001,Claudia,Marchetti,16,F,5.0,124,4.3,sufficente,bocciato
1002,Alessandra,Martini,16,F,3.7,102,9.0,buono,promosso
1003,Gabriele,Pellegrini,18,M,4.0,182,9.2,sufficente,promosso
1004,Elena,Serra,15,F,7.8,91,4.4,buono,bocciato
1005,Gabriele,Rinaldi,17,M,0.6,174,5.8,buono,promosso
1006,Paolo,Cavallaro,18,M,6.1,203,9.4,sufficente,promosso
1007,Francesca,Rizzo,19,F,3.4,212,7.3,buono,promosso
1008,Valentina,Romano,14,F,2.8,149,5.4,ottimo,promosso
1009,Claudio,Lopes,17,M,1.6,59,7.5,scarso,bocciato
1010,Nicola,Marino,16,M,3.6,50,6.5,buono,promosso
1011,Silvia,De Luca,15,F,4.7,144,4.4,buono,bocciato
1012,Vincenzo,Pellegrini,16,M,1.1,136,8.2,scarso,bocciato
1013,Simona,Colombo,18,F,2.1,144,6.0,scarso,bocciato
1014,Gabriele,Romano,16,M,3.9,186,9.8,sufficente,promosso
1015,Luca,Crodino,16,M,5.5,51,7.0,buono,promosso
1016,Nicola,Barbieri,15,M,5.6,115,6.0,sufficente,promosso
1017,Elena,Zhing,14,F,4.0,198,4.8,sufficente,bocciato
1018,Alessandra,Sanna,16,F,2.7,193,7.8,sufficente,promosso
1019,Roberta,Bruno,17,F,2.5,76,6.8,sufficente,promosso
1020,Andrea,Fontana,15,F,1.6,57,9.0,scarso,bocciato
1021,Roberta,De Luca,19,F,2.0,115,5.3,sufficente,bocciato
1022,Alessandro,De Santis,15,M,2.3,171,6.5,sufficente,promosso
1023,Francesco,Marino,16,M,2.3,62,8.6,buono,promosso
1024,Elena,Giordano,14,F,3.6,72,6.6,buono,promosso
1025,Salvatore,Ricci,15,M,1.8,159,6.0,scarso,bocciato
1026,Andrea,Esposito,14,F,6.5,194,9.8,buono,promosso
1027,Elisa,Marino,14,F,5.7,219,8.2,ottimo,promosso
1028,Beatrice,Romano,20,F,1.6,158,5.6,buono,promosso
1029,Paola,Bellini,15,F,7.7,72,8.7,buono,promosso
1030,Roberto,Zhing,20,M,2.1,1,5.1,scarso,bocciato
1031,Vincenzo,Ferraro,16,M,5.6,128,9.1,scarso,bocciato
1032,Claudio,Caruso,15,M,2.2,87,4.6,buono,bocciato
1033,Giuseppe,Rizzo,14,M,2.7,90,5.6,sufficente,promosso
1034,Davide,Sanna,19,M,3.6,72,4.6,sufficente,bocciato
1035,Jack,Bellini,14,M,3.4,17,7.4,buono,promosso
1036,Francesca,Marchetti,18,F,6.1,16,8.9,scarso,bocciato
1037,Marta,Orlando,19,F,2.8,39,9.3,scarso,bocciato
1038,Alessia,Cavallaro,18,F,3.4,10,6.5,sufficente,promosso
1039,Emanuele,Marino,16,M,2.6,199,5.8,sufficente,promosso
1040,Simona,Fabbri,19,F,5.6,80,9.7,sufficente,promosso
1041,Anna,De Santis,17,F,1.2,158,7.4,buono,promosso
1042,Federico,Martinelli,17,M,2.7,126,4.2,sufficente,bocciato
1043,Roberto,Lopes,16,M,1.3,153,4.2,buono,bocciato
1044,Marta,Leone,20,F,0.1,188,9.6,sufficente,promosso
1045,Alfio,Mariani,16,M,6.2,14,5.9,buono,promosso
1046,Alice,Marino,18,F,0.5,140,6.3,buono,promosso
1047,Simone,Crodino,17,M,2.5,104,4.4,ottimo,bocciato
1048,Angela,Cattaneo,14,F,3.8,96,8.1,sufficente,promosso
1049,Federico,Marchetti,17,M,2.6,207,8.7,ottimo,promosso
1050,Matteo,Pdor,18,M,3.7,24,4.8,sufficente,bocciato
1051,Barbara,Villa,14,F,1.9,147,9.6,sufficente,promosso
1052,Paolo,Leone,20,M,0.4,17,6.4,ottimo,promosso
1053,Giovanni,Serra,16,M,2.6,189,6.3,ottimo,promosso
1054,Anna,Valentini,17,F,5.1,129,8.0,buono,promosso
1055,Alice,Zhing,16,F,4.4,44,4.6,sufficente,bocciato
1056,Emanuele,Romano,14,M,3.6,71,6.6,buono,promosso
1057,Simone,Rossi,18,M,4.0,78,5.8,buono,promosso
1058,Andrea,Orlando,19,M,0.5,105,9.5,buono,promosso
1059,Maurizio,Galli,16,M,4.4,138,6.1,sufficente,promosso
1060,Stefano,Mancini,19,M,6.0,80,6.5,buono,promosso
1061,Federico,Villa,20,M,1.7,23,8.8,buono,promosso
1062,Silvia,Pdor,15,F,1.6,57,5.8,scarso,bocciato
1063,Camilla,Galli,18,F,7.0,76,9.5,scarso,bocciato
1064,Simone,Hallal,20,M,1.3,173,5.4,sufficente,promosso
1065,Agamennone,Galli,15,M,1.8,52,5.9,sufficente,promosso
1066,Ilaria,Rinaldi,19,F,4.2,193,9.1,buono,promosso
1067,Elena,Cavallaro,18,F,4.5,5,5.9,sufficente,promosso
1068,Salvatore,Bianchi,18,M,7.1,191,4.7,ottimo,bocciato
1069,Salvatore,Mancini,15,M,3.4,136,8.8,buono,promosso
1070,Alberto,Hallal,19,M,0.1,77,6.1,scarso,bocciato
1071,Maurizio,Mariani,20,M,4.4,213,8.8,buono,promosso
1072,Fabio,Gallo,18,M,4.8,142,4.7,sufficente,bocciato
1073,Alessandro,Bruno,15,M,5.6,59,6.6,buono,promosso
1074,Maria,Barbieri,20,F,2.6,152,6.4,sufficente,promosso
1075,Giulia,Cattaneo,19,F,2.6,207,4.4,scarso,bocciato
1076,Angela,Monti,16,F,4.1,116,8.9,sufficente,promosso
1077,Roberta,Rossi,15,F,6.2,189,9.5,buono,promosso
1078,Chiara,Ferraro,15,F,5.8,48,9.2,buono,promosso
1079,Stefano,Giordano,15,M,1.8,171,7.5,sufficente,promosso
1080,Maria,Russo,20,F,1.8,97,7.8,sufficente,promosso
1081,Elena,Crodino,17,F,4.8,3,8.2,buono,promosso
1082,Elena,Ferrari,18,F,0.7,199,7.2,buono,promosso
1083,Angela,Fontana,16,F,6.6,165,5.8,sufficente,promosso
1084,Cristina,Gentile,19,F,2.7,49,6.5,sufficente,promosso
1085,Roberto,Valentini,20,M,6.3,44,8.5,sufficente,promosso
1086,Francesca,Sala,19,F,7.2,41,5.3,scarso,bocciato
1087,Paola,Farina,20,F,5.7,122,4.7,buono,bocciato
1088,Beatrice,Bianchi,17,F,7.3,88,8.4,sufficente,promosso
1089,Anna,Crodino,17,F,2.8,183,6.7,sufficente,promosso
1090,Silvia,Martini,14,F,2.3,168,7.2,buono,promosso
1091,Federico,Moretti,15,M,1.9,6,5.7,buono,promosso
1092,Elisa,Greco,19,F,5.9,0,4.6,sufficente,bocciato
1093,Paola,Orlando,16,F,5.0,141,6.1,ottimo,promosso
1094,Andrea,Zhing,17,M,6.3,217,8.8,sufficente,promosso
1095,Federica,Valentini,15,F,4.6,164,9.8,ottimo,promosso
1096,Matteo,Fontana,19,M,2.7,198,9.1,sufficente,promosso
1097,Giovanni,Russo,17,M,3.7,109,9.5,buono,promosso
1098,Maria,Leone,20,F,4.6,193,8.4,sufficente,promosso
1099,Gabriele,Conti,15,M,0.7,166,9.6,scarso,bocciato
1100,Gabriele,Mancini,19,M,0.4,142,9.0,scarso,bocciato
1101,Alberto,Mariani,15,M,2.1,189,6.7,sufficente,promosso
1102,Roberta,Zhing,18,F,0.2,31,5.4,sufficente,promosso
1103,Lorenzo,De Santis,15,M,0.4,52,7.1,scarso,bocciato
1104,Jack,Orlando,16,M,5.6,36,5.7,scarso,bocciato
1105,Vincenzo,Valentini,16,M,5.1,134,6.7,buono,promosso
1106,Andrea,Martini,19,F,7.1,196,6.5,buono,promosso
1107,Barbara,Hallal,17,F,4.3,143,6.0,sufficente,promosso
1108,Sara,Zhing,14,F,1.7,204,5.7,buono,promosso
1109,Federico,Fontana,14,M,0.5,210,4.5,sufficente,bocciato
1110,Nicole,Colombo,20,F,0.8,31,7.6,buono,promosso
1111,Ilaria,Ferrari,20,F,2.0,132,9.0,scarso,bocciato
1112,Alessandra,Moretti,16,F,7.5,120,5.2,sufficente,bocciato
1113,Luca,Bianchi,15,M,4.2,15,8.4,ottimo,promosso
1114,Daniele,Cattaneo,20,M,7.2,180,7.4,scarso,bocciato
1115,Eleonora,Martinelli,17,F,4.5,23,5.2,scarso,bocciato
1116,Paolo,Fabbri,16,M,7.0,32,5.2,buono,bocciato
1117,Federico,Fontana,15,M,7.5,199,8.6,scarso,bocciato
1118,Beatrice,Valentini,18,F,3.3,97,8.9,sufficente,promosso
1119,Angela,Santoro,17,F,5.3,53,9.5,scarso,bocciato
1120,Alessia,Villa,15,F,4.8,125,7.5,buono,promosso
1121,Giulia,Zhing,17,F,8.0,102,6.6,scarso,bocciato
1122,Alberto,Monti,19,M,5.8,57,4.4,buono,bocciato
1123,Valentina,Leone,16,F,1.2,1,8.5,buono,promosso
1124,Martina,Colombo,14,F,1.1,93,7.9,scarso,bocciato
1125,Giulia,Russo,18,F,5.3,211,9.6,sufficente,promosso
1126,Daniele,Cavallaro,18,M,0.3,59,5.8,ottimo,promosso
1127,Sara,Lombardi,19,F,7.3,83,5.4,scarso,bocciato
1128,Marco,Bruno,18,M,3.9,218,6.8,sufficente,promosso
1129,Chiara,Galli,16,F,6.1,18,5.3,scarso,bocciato
1130,Sofia,Lopes,14,F,6.4,55,7.9,sufficente,promosso
1131,Valentina,Ferraro,20,F,3.3,70,7.2,sufficente,promosso
1132,Marta,Sala,14,F,7.7,54,4.1,sufficente,bocciato
1133,Maurizio,Monti,18,M,5.3,194,9.3,sufficente,promosso
1134,Luca,De Luca,19,M,3.5,111,7.8,sufficente,promosso
1135,Giovanni,Bianchi,14,M,4.8,19,5.5,buono,promosso
1136,Paolo,Rizzo,19,M,6.5,41,7.8,buono,promosso
1137,Eleonora,Leone,14,F,6.1,98,8.1,scarso,bocciato
1138,Federico,Lopes,20,M,3.9,165,8.1,scarso,bocciato
1139,Veronica,Romano,14,F,4.0,19,6.6,buono,promosso
1140,Filippo,Gallo,20,M,0.0,110,8.3,buono,promosso
1141,Silvia,Marchetti,20,F,6.8,4,5.2,sufficente,bocciato
1142,Cristina,De Santis,17,F,0.4,94,4.3,sufficente,bocciato
1143,Gabriele,Rossi,16,M,2.4,86,7.8,sufficente,promosso
1144,Elisa,De Santis,15,F,3.2,188,6.7,scarso,bocciato
1145,Anna,Greco,15,F,4.7,36,7.3,buono,promosso
1146,Anna,Greco,19,F,2.1,46,7.6,sufficente,promosso
1147,Davide,Leone,17,M,1.8,53,8.3,sufficente,promosso
1148,Alberto,Crodino,15,M,6.1,123,6.1,buono,promosso
1149,Roberto,Valentini,18,M,4.0,115,6.0,buono,promosso
1150,Emanuele,Sala,16,M,4.7,201,9.3,buono,promosso
1151,Marco,Villa,18,M,0.1,94,5.2,buono,bocciato
1152,Ilaria,Rinaldi,19,F,1.1,78,5.6,buono,promosso
1153,Barbara,Santoro,15,F,5.2,58,9.0,sufficente,promosso
1154,Nicola,Fabbri,19,M,3.2,70,9.1,ottimo,promosso
1155,Enrico,Bellini,18,M,3.2,102,7.0,scarso,bocciato
1156,Martina,Costa,14,F,5.4,219,4.4,sufficente,bocciato
1157,Riccardo,Martini,19,M,3.8,141,7.7,scarso,bocciato
1158,Simone,Gallo,18,M,0.0,39,5.5,buono,promosso
1159,Angela,Lombardi,20,F,5.5,164,4.5,sufficente,bocciato
1160,Nicole,Ferrari,17,F,2.3,122,8.2,sufficente,promosso
1161,Lorenzo,Ricci,14,M,2.8,21,4.2,buono,bocciato
1162,Paola,Sala,14,F,6.6,89,9.2,scarso,bocciato
1163,Beatrice,Greco,18,F,7.7,186,8.3,buono,promosso
1164,Lorenzo,Villa,16,M,5.7,22,5.5,ottimo,promosso
1165,Sara,Greco,17,F,7.7,41,4.7,sufficente,bocciato
1166,Alice,Zhing,14,F,6.4,217,7.2,buono,promosso
1167,Anna,Martinelli,16,F,6.0,217,6.8,sufficente,promosso
1168,Federico,De Luca,20,M,7.9,116,7.7,scarso,bocciato
1169,Fabio,Fontana,16,M,2.8,42,8.2,sufficente,promosso
1170,Laura,Leone,20,F,1.7,33,9.5,ottimo,promosso
1171,Francesco,Bellini,17,M,7.5,133,7.5,sufficente,promosso
1172,Anna,Valentini,19,F,1.6,160,8.5,buono,promosso
1173,Riccardo,Sala,15,M,6.9,176,6.1,sufficente,promosso
1174,Sofia,Rizzo,17,F,5.8,13,4.4,buono,bocciato
1175,Antonio,Bellini,14,M,1.0,91,6.5,scarso,bocciato
1176,Giulia,Piras,20,F,6.9,85,9.4,buono,promosso
1177,Giovanni,Costa,19,M,4.2,143,5.8,sufficente,promosso
1178,Federico,Leone,19,M,1.1,175,5.3,sufficente,bocciato
1179,Veronica,Marchetti,17,F,3.2,20,7.2,ottimo,promosso
1180,Salvatore,Ferrari,15,M,2.8,191,7.8,buono,promosso
1181,Pdor,Piras,20,M,3.2,213,9.6,buono,promosso
1182,Ilaria,Ricci,20,F,0.4,13,8.9,sufficente,promosso
1183,Andrea,Russo,16,M,4.2,60,7.3,buono,promosso
1184,Veronica,Marchetti,14,F,5.7,39,6.2,sufficente,promosso
1185,Dino,Gallo,17,M,2.6,156,8.7,sufficente,promosso
1186,Nicola,Giordano,15,M,1.4,147,7.2,buono,promosso
1187,Fabio,Marchetti,14,M,6.2,142,6.4,sufficente,promosso
1188,Valentina,Mancini,19,F,2.2,161,7.3,buono,promosso
1189,Alfio,Pdor,20,M,6.8,13,6.6,sufficente,promosso
1190,Ilaria,Gentile,15,F,7.8,211,9.9,scarso,bocciato
1191,Federica,Giordano,17,F,0.4,54,4.4,sufficente,bocciato
1192,Cristina,Crodino,17,F,2.2,39,6.1,sufficente,promosso
1193,Gabriele,Piras,19,M,5.7,137,5.6,sufficente,promosso
1194,Alice,Greco,14,F,6.9,168,9.2,sufficente,promosso
1195,Francesco,Pellegrini,15,M,3.9,14,8.4,scarso,bocciato
1196,Vincenzo,Rossi,15,M,2.7,148,6.7,buono,promosso
1197,Laura,Cavallaro,20,F,4.8,109,7.8,scarso,bocciato
1198,Elena,Orlando,20,F,0.6,183,8.5,ottimo,promosso
1199,Anna,Cattaneo,19,F,7.8,183,4.3,scarso,bocciato
1200,Marta,Zhing,14,F,3.6,7,9.2,ottimo,promosso
1201,Chiara,Bellini,15,F,5.2,12,9.9,scarso,bocciato
1202,Cristina,Santoro,15,F,0.4,6,5.4,buono,promosso
1203,Sara,Grassi,18,F,5.4,202,4.9,sufficente,bocciato
1204,Camilla,Rinaldi,18,F,5.8,65,6.0,ottimo,promosso
1205,Angela,Greco,18,F,6.4,48,10.0,sufficente,promosso
1206,Veronica,Gallo,18,F,6.5,141,6.8,buono,promosso
1207,Maria,Longo,20,F,1.1,13,5.3,sufficente,bocciato
1208,Camilla,Cattaneo,15,F,6.7,82,4.3,scarso,bocciato
1209,Chiara,Leone,16,F,1.8,34,5.8,buono,promosso
1210,Alice,Moretti,14,F,4.1,52,6.6,scarso,bocciato
1211,Marta,Giordano,16,F,5.4,117,7.3,ottimo,promosso
1212,Pdor,Caruso,18,M,3.6,76,4.3,scarso,bocciato
1213,Laura,Crodino,16,F,5.6,193,7.0,scarso,bocciato
1214,Paolo,Ferraro,15,M,2.6,111,8.5,sufficente,promosso
1215,Andrea,Cavallaro,15,F,4.9,83,5.3,buono,bocciato
1216,Chiara,Ferraro,16,F,6.6,132,4.1,buono,bocciato
1217,Cristina,Rinaldi,15,F,6.4,210,5.9,sufficente,promosso
1218,Claudia,Cavallaro,19,F,7.1,206,5.2,buono,bocciato
1219,Alessandro,Giordano,20,M,4.4,14,9.9,buono,promosso
1220,Maurizio,Martinelli,14,M,1.3,159,6.0,buono,promosso
1221,Ilaria,Piras,17,F,1.7,66,10.0,scarso,bocciato
1222,Federico,Costa,17,M,7.2,179,6.3,scarso,bocciato
1223,Sara,Mariani,18,F,5.0,33,9.5,buono,promosso
1224,Roberta,Gentile,14,F,7.7,107,8.7,buono,promosso
1225,Maria,Grassi,17,F,4.8,195,4.2,buono,bocciato
1226,Sofia,Rossi,18,F,2.7,35,4.9,scarso,bocciato
1227,Pdor,Bianchi,17,M,6.8,192,7.8,buono,promosso
1228,Riccardo,Ricci,20,M,2.3,182,7.6,sufficente,promosso
1229,Luca,Gentile,18,M,7.7,138,7.6,buono,promosso
1230,Laura,Conti,16,F,3.6,5,7.9,buono,promosso
1231,Paola,Valentini,15,F,2.2,202,7.5,scarso,bocciato
1232,Lorenzo,Marino,15,M,6.5,20,6.2,scarso,bocciato
1233,Davide,Farina,16,M,0.5,45,8.4,buono,promosso
1234,Anna,Russo,14,F,6.6,131,7.3,sufficente,promosso
1235,Riccardo,Villa,15,M,8.0,111,7.3,sufficente,promosso
1236,Giovanni,Valentini,17,M,2.9,210,7.7,sufficente,promosso
1237,Andrea,Lombardi,16,M,0.5,36,4.9,buono,bocciato
1238,Pdor,Colombo,16,M,2.4,203,9.1,ottimo,promosso
1239,Cristina,Leone,18,F,0.8,53,5.8,sufficente,promosso
1240,Gabriele,Martinelli,20,M,5.4,23,6.3,sufficente,promosso
1241,Enrico,Lopes,14,M,5.9,218,9.1,ottimo,promosso
1242,Marta,De Santis,15,F,3.8,186,6.8,buono,promosso
1243,Maurizio,Mariani,16,M,1.1,173,4.9,sufficente,bocciato
1244,Barbara,Mariani,19,F,0.2,49,9.0,ottimo,promosso
1245,Francesca,Valentini,18,F,1.0,6,7.9,buono,promosso
1246,Filippo,Serra,19,M,0.7,25,9.4,buono,promosso
1247,Salvatore,Pdor,16,M,1.7,67,8.9,sufficente,promosso
1248,Elisa,Lombardi,18,F,1.1,173,9.0,sufficente,promosso
1249,Elisa,Conti,17,F,6.4,123,8.7,scarso,bocciato
1250,Martina,Esposito,18,F,7.1,139,6.0,buono,promosso
1251,Elisa,Hallal,15,F,3.2,132,7.9,buono,promosso
1252,Dino,Marchetti,15,M,2.4,157,6.8,buono,promosso
1253,Veronica,Zhing,19,F,2.2,130,5.8,buono,promosso
1254,Cristina,Ferrari,15,F,2.4,196,6.6,scarso,bocciato
1255,Francesco,Piras,17,M,0.4,156,8.5,sufficente,promosso
1256,Cristina,Rizzo,17,F,0.3,167,6.3,ottimo,promosso
1257,Agamennone,Caruso,16,M,3.0,50,6.0,sufficente,promosso
1258,Angela,Sanna,14,F,7.0,38,4.7,sufficente,bocciato
1259,Stefano,Sala,14,M,0.4,182,8.1,scarso,bocciato
1260,Alfio,Rinaldi,15,M,4.9,17,4.2,scarso,bocciato
1261,Daniele,Leone,16,M,4.0,14,7.1,ottimo,promosso
1262,Martina,Barbieri,18,F,5.2,24,9.0,scarso,bocciato
1263,Lorenzo,Ferrari,15,M,0.4,5,8.1,buono,promosso
1264,Simone,Ferraro,20,M,5.8,144,5.4,sufficente,promosso
1265,Dino,Martini,20,M,3.4,91,9.5,buono,promosso
